Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,Latitude,Longitude,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
185133,8/9/2024,BF1547,Ornaments,Male,23,New York,"40,73061","-73,935242",No,32,0,32,1,32,2,There is clear evidence of subpar detailing.
143557,15/5/2024,BF1548,Clothing,Female,29,Portland,"45,5234","-122,67621",No,65,0,65,1,65,5,Premium quality as usual.
125398,5/1/2024,BF1551,Ornaments,Male,31,London,"51,509865","-0,118092",Yes,15,40,55,1,55,4,Incredible detailing was clearly evident.
148536,27/5/2024,BF1548,Clothing,Female,33,Paris,"48,870502","2,304897",Yes,65,50,115,3,345,4,Exquisite craftsmanship here is absolutely appreciated.
160149,28/3/2024,BF1550,Clothing,Female,18,Las Vegas,"36,18811","-115,176468",No,97,0,97,5,485,1,The promotion quality does not match the product
157568,13/10/2024,BF1548,Clothing,Male,32,New Jersey,"39,833851","-74,871826",No,65,0,65,1,65,4,The delivery team handled the product with care.
164328,5/6/2024,BF1543,Clothing,Male,30,London,"51,509865","-0,118092",Yes,100,40,140,4,560,4,The product was affordable here compared to other brands.
182873,29/10/2024,BF1546,Clothing,Male,29,Portland,"45,5234","-122,67621",No,118,0,118,1,118,5,Great design is one of the major positives of this product.
147886,7/9/2024,BF1550,Clothing,Male,34,Austin,"30,266666","-97,73333",No,97,0,97,1,97,4,The product had excellent quality.
158357,20/2/2024,BF1543,Clothing,Male,35,Pittsburgh,"40,44062","-79,99589",No,100,0,100,1,100,4,The product was delivered quickly.
138225,12/5/2024,BF1546,Clothing,Male,29,Manchester,"53,48095","-2,23743",Yes,118,40,158,1,158,1,The product is not as advertised.
142134,24/9/2024,BF1548,Clothing,Male,22,Sacramento,"38,58157","-121,4944",No,65,0,65,3,195,5,Lack of delivery delays is greatly appreciated.
162115,25/5/2024,BF1551,Ornaments,Female,22,Cleveland,"41,505493","-81,68129",No,15,0,15,4,60,3,Not as expected.
195573,12/3/2024,BF1543,Clothing,Female,28,Detroit,"42,33143","-83,04575",No,100,0,100,1,100,1,The product had an underwhelming design.
160260,25/5/2024,BF1554,Ornaments,Female,26,Cardiff,"51,481583","-3,17909",Yes,20,40,60,2,120,4,The delivery team handled the product with care.
153481,23/1/2024,BF1549,Clothing,Male,18,Paris,"48,870502","2,304897",Yes,130,50,180,3,540,4,Lack of delivery delays is greatly appreciated.
135033,30/1/2024,BF1544,Other,Male,23,Portland,"45,5234","-122,67621",No,9,0,9,1,9,5,The product was delivered quickly.
161364,29/9/2024,BF1543,Clothing,Female,20,Detroit,"42,33143","-83,04575",No,100,0,100,1,100,5,Discount deals was greatly appreciated.
173470,6/10/2024,BF1550,Clothing,Male,18,Detroit,"42,33143","-83,04575",No,97,0,97,2,194,5,The delivery team handled the product with care.
176965,28/2/2024,BF1553,Ornaments,Female,25,San Francisco,"37,77493","-122,41942",No,50,0,50,2,100,2,Waste of Money.
151636,18/10/2024,BF1550,Clothing,Male,24,San Francisco,"37,77493","-122,41942",No,97,0,97,1,97,3,Expected much better
138408,5/4/2024,BF1548,Clothing,Male,22,Memphis,"35,1175","-89,971107",No,65,0,65,1,65,4,Discount deals was greatly appreciated.
128661,23/2/2024,BF1545,Other,Female,34,Sacramento,"38,58157","-121,4944",No,10,0,10,4,40,4,The product was affordable here compared to other brands.
130811,27/7/2024,BF1552,Ornaments,Male,33,New Jersey,"39,833851","-74,871826",No,45,0,45,2,90,5,Exquisite craftsmanship here is absolutely appreciated.
192668,1/1/2024,BF1548,Clothing,Male,25,Pittsburgh,"40,44062","-79,99589",No,65,0,65,1,65,4,The product was delivered quickly.
125627,8/5/2024,BF1550,Clothing,Female,23,Las Vegas,"36,18811","-115,176468",No,97,0,97,2,194,4,The product was affordable here compared to other brands.
136438,24/1/2024,BF1543,Clothing,Male,30,Austin,"30,266666","-97,73333",No,100,0,100,1,100,3,Had slight delays but the product was in good shape.
171581,5/3/2024,BF1551,Ornaments,Female,30,Detroit,"42,33143","-83,04575",No,15,0,15,5,75,4,The product was delivered quickly.
180431,23/2/2024,BF1550,Clothing,Female,34,Portland,"45,5234","-122,67621",No,97,0,97,1,97,5,The product was delivered quickly.
130549,26/5/2024,BF1550,Clothing,Male,21,Manchester,"53,48095","-2,23743",Yes,97,40,137,2,274,4,Exquisite craftsmanship here is absolutely appreciated.
132376,24/8/2024,BF1548,Clothing,Male,25,Cleveland,"41,505493","-81,68129",No,65,0,65,1,65,4,The Product exhibits good design.
141130,7/6/2024,BF1546,Clothing,Male,20,Dublin,"53,35014","-6,266155",Yes,118,40,158,2,316,5,Exquisite craftsmanship here is absolutely appreciated.
126358,3/10/2024,BF1551,Ornaments,Female,33,Dublin,"53,35014","-6,266155",Yes,15,40,55,1,55,5,The Product exhibits good design.
163330,23/2/2024,BF1543,Clothing,Male,20,Mumbai,"19,07609","72,877426",Yes,100,70,170,5,850,3,The handling was questionable but incurred only minute damages.
184053,26/2/2024,BF1543,Clothing,Male,34,Glasgow,"55,860916","-4,251433",Yes,100,40,140,1,140,2,Clear delays in delivery.
186442,5/11/2023,BF1547,Ornaments,Female,20,Portland,"45,5234","-122,67621",No,32,0,32,4,128,2,The promotion quality does not match the product
181840,18/5/2024,BF1545,Other,Male,32,Portland,"45,5234","-122,67621",No,10,0,10,2,20,5,The Product exhibits good design.
183723,16/7/2024,BF1552,Ornaments,Male,26,Pittsburgh,"40,44062","-79,99589",No,45,0,45,1,45,4,Great design is one of the major positives of this product.
132047,26/6/2024,BF1548,Clothing,Female,24,Memphis,"35,1175","-89,971107",No,65,0,65,1,65,4,Incredible detailing was clearly evident.
165727,30/4/2024,BF1549,Clothing,Female,34,Portland,"45,5234","-122,67621",No,130,0,130,1,130,5,Discount deals was greatly appreciated.
187225,6/2/2024,BF1548,Clothing,Female,21,Las Vegas,"36,18811","-115,176468",No,65,0,65,1,65,4,The product was affordable here compared to other brands.
133956,25/12/2023,BF1554,Ornaments,Male,19,Miami,"25,761681","-80,191788",No,20,0,20,1,20,5,The product was affordable here compared to other brands.
198885,25/3/2024,BF1544,Other,Male,31,Sacramento,"38,58157","-121,4944",No,9,0,9,2,18,3,The handling was questionable but incurred only minute damages.
187251,10/5/2024,BF1544,Other,Male,29,New Jersey,"39,833851","-74,871826",No,9,0,9,1,9,5,The product was affordable here compared to other brands.
166795,5/1/2024,BF1551,Ornaments,Male,29,Paris,"48,870502","2,304897",Yes,15,50,65,5,325,5,Discount deals was greatly appreciated.
172815,1/1/2024,BF1551,Ornaments,Male,33,Detroit,"42,33143","-83,04575",No,15,0,15,3,45,5,Exquisite craftsmanship here is absolutely appreciated.
183625,8/6/2024,BF1543,Clothing,Male,34,Sydney,"-33,865143","151,2099",Yes,100,100,200,2,400,4,The delivery team handled the product with care.
134324,28/2/2024,BF1549,Clothing,Male,24,San Antonio,"29,424349","-98,491142",No,130,0,130,1,130,4,Incredible detailing was clearly evident.
184711,24/3/2024,BF1548,Clothing,Male,19,New York,"40,73061","-73,935242",No,65,0,65,1,65,5,The delivery team handled the product with care.
143670,29/4/2024,BF1543,Clothing,Male,31,Austin,"30,266666","-97,73333",No,100,0,100,1,100,1,The product had poor quality.
179709,13/7/2024,BF1550,Clothing,Male,31,San Francisco,"37,77493","-122,41942",No,97,0,97,1,97,5,The product was affordable here compared to other brands.
192309,1/4/2024,BF1545,Other,Male,26,Portland,"45,5234","-122,67621",No,10,0,10,1,10,3,Had slight delays but the product was in good shape.
126922,23/3/2024,BF1545,Other,Male,26,Paris,"48,870502","2,304897",Yes,10,50,60,1,60,5,The product was delivered quickly.
175100,9/10/2024,BF1545,Other,Male,24,Glasgow,"55,860916","-4,251433",Yes,10,40,50,4,200,3,Had slight delays but the product was in good shape.
173970,5/5/2024,BF1548,Clothing,Male,19,Memphis,"35,1175","-89,971107",No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
170949,8/2/2024,BF1554,Ornaments,Male,32,Sacramento,"38,58157","-121,4944",No,20,0,20,4,80,4,The Product exhibits good design.
143339,2/2/2024,BF1549,Clothing,Male,27,New York,"40,73061","-73,935242",No,130,0,130,1,130,4,The product had excellent quality.
181134,13/1/2024,BF1551,Ornaments,Male,22,Detroit,"42,33143","-83,04575",No,15,0,15,1,15,4,The product was delivered quickly.
189126,4/2/2024,BF1551,Ornaments,Male,32,Manchester,"53,48095","-2,23743",Yes,15,40,55,1,55,5,Discount deals was greatly appreciated.
189873,14/6/2024,BF1544,Other,Male,34,Austin,"30,266666","-97,73333",No,9,0,9,2,18,2,The product had an underwhelming design.
186375,6/9/2024,BF1547,Ornaments,Female,26,San Francisco,"37,77493","-122,41942",No,32,0,32,2,64,4,The delivery team handled the product with care.
162696,22/10/2024,BF1544,Other,Female,20,Portland,"45,5234","-122,67621",No,9,0,9,1,9,5,The product was affordable here compared to other brands.
154293,27/3/2024,BF1550,Clothing,Male,31,Portland,"45,5234","-122,67621",No,97,0,97,2,194,1,The product had poor quality.
165450,27/9/2024,BF1545,Other,Female,28,San Antonio,"29,424349","-98,491142",No,10,0,10,1,10,2,There is clear evidence of subpar detailing.
162401,23/2/2024,BF1553,Ornaments,Male,30,Portland,"45,5234","-122,67621",No,50,0,50,1,50,1,The product is not as advertised.
146518,23/3/2024,BF1547,Ornaments,Male,25,Sacramento,"38,58157","-121,4944",No,32,0,32,1,32,5,The product was affordable here compared to other brands.
132181,24/7/2024,BF1552,Ornaments,Male,21,San Francisco,"37,77493","-122,41942",No,45,0,45,1,45,1,There is clear evidence of subpar detailing.
165822,1/9/2024,BF1550,Clothing,Female,26,Cardiff,"51,481583","-3,17909",Yes,97,40,137,1,137,3,Had slight delays but the product was in good shape.
139075,9/9/2024,BF1546,Clothing,Male,19,Montreal,"45,508888","-73,561668",Yes,118,25,143,1,143,5,The product was delivered quickly.
121309,18/7/2024,BF1554,Ornaments,Male,20,Manchester,"53,48095","-2,23743",Yes,20,40,60,5,300,5,Premium quality as usual.
155051,3/10/2024,BF1547,Ornaments,Male,27,Toronto,"43,65107","-79,347015",Yes,32,25,57,1,57,3,The handling was questionable but incurred only minute damages.
127864,13/3/2024,BF1554,Ornaments,Female,33,Montreal,"45,508888","-73,561668",Yes,20,25,45,1,45,3,The handling was questionable but incurred only minute damages.
160644,22/6/2024,BF1551,Ornaments,Male,34,Memphis,"35,1175","-89,971107",No,15,0,15,2,30,3,The handling was questionable but incurred only minute damages.
173521,29/6/2024,BF1543,Clothing,Male,34,Mumbai,"19,07609","72,877426",Yes,100,70,170,4,680,2,Waste of Money.
188625,26/6/2024,BF1548,Clothing,Male,33,Montreal,"45,508888","-73,561668",Yes,65,25,90,1,90,3,Nothing too special.
132954,15/2/2024,BF1543,Clothing,Male,31,Sydney,"-33,865143","151,2099",Yes,100,100,200,1,200,1,The promotion quality does not match the product
196670,6/4/2024,BF1543,Clothing,Female,30,Glasgow,"55,860916","-4,251433",Yes,100,40,140,1,140,4,The Product exhibits good design.
185545,29/2/2024,BF1544,Other,Male,34,London,"51,509865","-0,118092",Yes,9,40,49,1,49,3,The handling was questionable but incurred only minute damages.
153387,14/10/2024,BF1550,Clothing,Male,26,Liverpool,"53,400002","-2,983333",Yes,97,40,137,1,137,5,Exquisite craftsmanship here is absolutely appreciated.
150687,18/11/2023,BF1551,Ornaments,Male,31,Liverpool,"53,400002","-2,983333",Yes,15,40,55,1,55,4,Lack of delivery delays is greatly appreciated.
154304,10/4/2024,BF1548,Clothing,Male,20,Mumbai,"19,07609","72,877426",Yes,65,70,135,1,135,5,Premium quality as usual.
165260,17/5/2024,BF1554,Ornaments,Female,30,Pittsburgh,"40,44062","-79,99589",No,20,0,20,1,20,5,Great design is one of the major positives of this product.
126215,7/7/2024,BF1550,Clothing,Female,21,Toronto,"43,65107","-79,347015",Yes,97,25,122,2,244,4,Premium quality as usual.
137331,19/4/2024,BF1543,Clothing,Female,33,New York,"40,73061","-73,935242",No,100,0,100,1,100,4,Great design is one of the major positives of this product.
128388,22/9/2024,BF1551,Ornaments,Male,22,Las Vegas,"36,18811","-115,176468",No,15,0,15,1,15,2,Waste of Money.
182342,30/11/2023,BF1550,Clothing,Male,19,Memphis,"35,1175","-89,971107",No,97,0,97,1,97,5,Great design is one of the major positives of this product.
158410,27/8/2024,BF1551,Ornaments,Male,26,Cardiff,"51,481583","-3,17909",Yes,15,40,55,2,110,3,The handling was questionable but incurred only minute damages.
156527,23/11/2023,BF1552,Ornaments,Male,26,New Jersey,"39,833851","-74,871826",No,45,0,45,3,135,2,There is clear evidence of subpar detailing.
159284,5/7/2024,BF1548,Clothing,Male,20,London,"51,509865","-0,118092",Yes,65,40,105,1,105,3,Expected much better
149527,3/3/2024,BF1548,Clothing,Male,29,Pittsburgh,"40,44062","-79,99589",No,65,0,65,3,195,5,The product had excellent quality.
186874,28/7/2024,BF1544,Other,Female,23,Manchester,"53,48095","-2,23743",Yes,9,40,49,2,98,4,Great design is one of the major positives of this product.
139556,1/8/2024,BF1546,Clothing,Male,25,Pittsburgh,"40,44062","-79,99589",No,118,0,118,3,354,3,Not as expected.
179429,26/8/2024,BF1550,Clothing,Male,20,Liverpool,"53,400002","-2,983333",Yes,97,40,137,2,274,4,The product was delivered quickly.
195865,3/5/2024,BF1544,Other,Male,24,Paris,"48,870502","2,304897",Yes,9,50,59,2,118,5,The delivery team handled the product with care.
165905,5/6/2024,BF1549,Clothing,Male,23,San Francisco,"37,77493","-122,41942",No,130,0,130,3,390,2,There is clear evidence of subpar detailing.
172941,27/10/2024,BF1550,Clothing,Male,32,Liverpool,"53,400002","-2,983333",Yes,97,40,137,1,137,1,Clear delays in delivery.
170857,24/12/2023,BF1543,Clothing,Female,28,Pittsburgh,"40,44062","-79,99589",No,100,0,100,1,100,2,The product had poor quality.
172586,14/12/2023,BF1544,Other,Male,31,New Jersey,"39,833851","-74,871826",No,9,0,9,1,9,2,"Unfortunately, the delivery was late."
178416,5/3/2024,BF1548,Clothing,Female,20,Memphis,"35,1175","-89,971107",No,65,0,65,1,65,4,The delivery team handled the product with care.
180132,24/3/2024,BF1547,Ornaments,Male,29,New Jersey,"39,833851","-74,871826",No,32,0,32,3,96,4,Discount deals was greatly appreciated.
159478,18/8/2024,BF1548,Clothing,Male,22,San Francisco,"37,77493","-122,41942",No,65,0,65,1,65,4,Discount deals was greatly appreciated.
123374,30/9/2024,BF1544,Other,Male,25,San Francisco,"37,77493","-122,41942",No,9,0,9,2,18,3,The handling was questionable but incurred only minute damages.
173851,31/5/2024,BF1551,Ornaments,Male,34,New York,"40,73061","-73,935242",No,15,0,15,2,30,2,The product had an underwhelming design.
193388,9/1/2024,BF1548,Clothing,Female,28,Austin,"30,266666","-97,73333",No,65,0,65,3,195,3,Expected much better
133426,24/1/2024,BF1545,Other,Male,22,Portland,"45,5234","-122,67621",No,10,0,10,2,20,4,Premium quality as usual.
199143,27/6/2024,BF1552,Ornaments,Male,20,San Antonio,"29,424349","-98,491142",No,45,0,45,1,45,5,Exquisite craftsmanship here is absolutely appreciated.
149382,15/1/2024,BF1554,Ornaments,Male,24,Glasgow,"55,860916","-4,251433",Yes,20,40,60,1,60,5,The delivery team handled the product with care.
161029,18/11/2023,BF1550,Clothing,Male,31,San Francisco,"37,77493","-122,41942",No,97,0,97,1,97,2,Careless handling by the delivery team.
165241,18/1/2024,BF1544,Other,Male,23,San Francisco,"37,77493","-122,41942",No,9,0,9,3,27,4,Lack of delivery delays is greatly appreciated.
150708,18/2/2024,BF1546,Clothing,Male,21,Portland,"45,5234","-122,67621",No,118,0,118,1,118,2,"Unfortunately, the delivery was late."
132565,17/8/2024,BF1549,Clothing,Male,22,Miami,"25,761681","-80,191788",No,130,0,130,2,260,1,The product is not as advertised.
140394,30/3/2024,BF1548,Clothing,Male,23,Mumbai,"19,07609","72,877426",Yes,65,70,135,3,405,5,Premium quality as usual.
158982,14/9/2024,BF1545,Other,Female,32,Dublin,"53,35014","-6,266155",Yes,10,40,50,1,50,3,Had slight delays but the product was in good shape.
168943,29/11/2023,BF1544,Other,Male,21,San Francisco,"37,77493","-122,41942",No,9,0,9,3,27,5,The delivery team handled the product with care.
131010,17/10/2024,BF1550,Clothing,Male,32,Memphis,"35,1175","-89,971107",No,97,0,97,1,97,5,The product was delivered quickly.
159114,24/11/2023,BF1550,Clothing,Male,29,Cleveland,"41,505493","-81,68129",No,97,0,97,1,97,2,Never buying from here again.
169527,7/9/2024,BF1546,Clothing,Male,25,Manchester,"53,48095","-2,23743",Yes,118,40,158,1,158,1,The promotion quality does not match the product
183862,4/6/2024,BF1549,Clothing,Female,27,London,"51,509865","-0,118092",Yes,130,40,170,1,170,4,The product was affordable here compared to other brands.
131057,23/10/2024,BF1550,Clothing,Male,30,Cleveland,"41,505493","-81,68129",No,97,0,97,3,291,3,Expected much better
133192,13/3/2024,BF1552,Ornaments,Male,19,Paris,"48,870502","2,304897",Yes,45,50,95,1,95,4,Incredible detailing was clearly evident.
197784,3/3/2024,BF1552,Ornaments,Male,33,Liverpool,"53,400002","-2,983333",Yes,45,40,85,2,170,2,"Unfortunately, the delivery was late."
124753,13/9/2024,BF1543,Clothing,Male,34,Portland,"45,5234","-122,67621",No,100,0,100,3,300,4,The product was delivered quickly.
144157,27/7/2024,BF1554,Ornaments,Male,26,San Antonio,"29,424349","-98,491142",No,20,0,20,1,20,5,Lack of delivery delays is greatly appreciated.
135925,17/4/2024,BF1549,Clothing,Male,18,Miami,"25,761681","-80,191788",No,130,0,130,1,130,5,The product was affordable here compared to other brands.
160552,13/7/2024,BF1548,Clothing,Female,21,Pittsburgh,"40,44062","-79,99589",No,65,0,65,4,260,4,The product had excellent quality.
128098,15/5/2024,BF1548,Clothing,Female,28,Cleveland,"41,505493","-81,68129",No,65,0,65,1,65,4,Exquisite craftsmanship here is absolutely appreciated.
120163,3/1/2024,BF1550,Clothing,Male,32,Manchester,"53,48095","-2,23743",Yes,97,40,137,1,137,3,It was ok.
128727,27/8/2024,BF1546,Clothing,Male,24,Cardiff,"51,481583","-3,17909",Yes,118,40,158,1,158,5,The product was affordable here compared to other brands.
185602,1/11/2024,BF1543,Clothing,Male,26,New Delhi,"28,6448","77,216721",Yes,100,70,170,1,170,4,The product was delivered quickly.
159989,22/10/2024,BF1554,Ornaments,Male,18,Memphis,"35,1175","-89,971107",No,20,0,20,2,40,4,Discount deals was greatly appreciated.
126250,18/11/2023,BF1551,Ornaments,Female,32,Cleveland,"41,505493","-81,68129",No,15,0,15,4,60,5,The delivery team handled the product with care.
167846,2/3/2024,BF1543,Clothing,Male,19,San Antonio,"29,424349","-98,491142",No,100,0,100,1,100,3,Average product
186534,4/9/2024,BF1548,Clothing,Male,23,Glasgow,"55,860916","-4,251433",Yes,65,40,105,1,105,5,Premium quality as usual.
165043,14/2/2024,BF1549,Clothing,Male,35,San Francisco,"37,77493","-122,41942",No,130,0,130,1,130,4,The product had excellent quality.
199725,6/6/2024,BF1548,Clothing,Male,31,Liverpool,"53,400002","-2,983333",Yes,65,40,105,1,105,1,Careless handling by the delivery team.
151509,25/7/2024,BF1549,Clothing,Male,31,Cleveland,"41,505493","-81,68129",No,130,0,130,1,130,4,The product was affordable here compared to other brands.
159140,14/1/2024,BF1550,Clothing,Male,30,Las Vegas,"36,18811","-115,176468",No,97,0,97,1,97,3,It was ok.
158344,7/8/2024,BF1550,Clothing,Male,32,New Jersey,"39,833851","-74,871826",No,97,0,97,1,97,5,Great design is one of the major positives of this product.
179486,25/7/2024,BF1547,Ornaments,Female,21,San Francisco,"37,77493","-122,41942",No,32,0,32,3,96,5,The Product exhibits good design.
196131,28/9/2024,BF1550,Clothing,Male,25,San Antonio,"29,424349","-98,491142",No,97,0,97,3,291,5,Discount deals was greatly appreciated.
199412,7/2/2024,BF1551,Ornaments,Female,21,San Antonio,"29,424349","-98,491142",No,15,0,15,1,15,5,The product had excellent quality.
140035,9/5/2024,BF1548,Clothing,Male,20,Las Vegas,"36,18811","-115,176468",No,65,0,65,1,65,2,The promotion quality does not match the product
128359,30/4/2024,BF1546,Clothing,Male,21,Liverpool,"53,400002","-2,983333",Yes,118,40,158,1,158,4,The product was affordable here compared to other brands.
158647,29/2/2024,BF1550,Clothing,Male,18,Mumbai,"19,07609","72,877426",Yes,97,70,167,1,167,1,The product is not as advertised.
178810,22/5/2024,BF1543,Clothing,Male,26,Cleveland,"41,505493","-81,68129",No,100,0,100,1,100,1,The promotion quality does not match the product
186131,17/12/2023,BF1548,Clothing,Male,31,Detroit,"42,33143","-83,04575",No,65,0,65,1,65,3,Average product
186012,12/4/2024,BF1551,Ornaments,Female,34,Detroit,"42,33143","-83,04575",No,15,0,15,1,15,1,The product had an underwhelming design.
196977,6/6/2024,BF1544,Other,Male,19,Cleveland,"41,505493","-81,68129",No,9,0,9,2,18,5,The product was affordable here compared to other brands.
122118,7/8/2024,BF1551,Ornaments,Male,29,Cleveland,"41,505493","-81,68129",No,15,0,15,1,15,3,It was ok.
160143,21/9/2024,BF1548,Clothing,Female,29,San Antonio,"29,424349","-98,491142",No,65,0,65,1,65,3,Had slight delays but the product was in good shape.
170396,29/11/2023,BF1548,Clothing,Male,34,Austin,"30,266666","-97,73333",No,65,0,65,1,65,3,It was ok.
197337,7/9/2024,BF1546,Clothing,Female,34,New Jersey,"39,833851","-74,871826",No,118,0,118,2,236,4,Premium quality as usual.
181837,22/2/2024,BF1551,Ornaments,Male,22,Sacramento,"38,58157","-121,4944",No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
150549,20/11/2023,BF1552,Ornaments,Male,22,Pittsburgh,"40,44062","-79,99589",No,45,0,45,2,90,1,"Unfortunately, the delivery was late."
198466,30/5/2024,BF1545,Other,Male,25,Dublin,"53,35014","-6,266155",Yes,10,40,50,4,200,5,The product was affordable here compared to other brands.
171449,25/3/2024,BF1549,Clothing,Female,23,Las Vegas,"36,18811","-115,176468",No,130,0,130,2,260,4,The delivery team handled the product with care.
173634,14/11/2023,BF1544,Other,Male,24,New Jersey,"39,833851","-74,871826",No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
193636,20/4/2024,BF1553,Ornaments,Male,30,Portland,"45,5234","-122,67621",No,50,0,50,1,50,3,The handling was questionable but incurred only minute damages.
168524,15/6/2024,BF1550,Clothing,Male,22,Cleveland,"41,505493","-81,68129",No,97,0,97,1,97,5,The product had excellent quality.
172406,13/3/2024,BF1544,Other,Male,25,Sacramento,"38,58157","-121,4944",No,9,0,9,1,9,1,Waste of Money.
129603,11/5/2024,BF1543,Clothing,Male,35,Sydney,"-33,865143","151,2099",Yes,100,100,200,2,400,4,The delivery team handled the product with care.
180439,12/2/2024,BF1548,Clothing,Male,28,Pittsburgh,"40,44062","-79,99589",No,65,0,65,5,325,1,Careless handling by the delivery team.
129162,18/8/2024,BF1548,Clothing,Female,23,Pittsburgh,"40,44062","-79,99589",No,65,0,65,1,65,4,The product was delivered quickly.
154797,10/12/2023,BF1546,Clothing,Female,32,New Jersey,"39,833851","-74,871826",No,118,0,118,2,236,1,There is clear evidence of subpar detailing.
150009,11/4/2024,BF1548,Clothing,Female,33,Paris,"48,870502","2,304897",Yes,65,50,115,2,230,4,The product was delivered quickly.
124235,15/4/2024,BF1548,Clothing,Female,33,Miami,"25,761681","-80,191788",No,65,0,65,2,130,1,The product is not as advertised.
155301,11/11/2023,BF1545,Other,Female,20,Paris,"48,870502","2,304897",Yes,10,50,60,1,60,1,Clear delays in delivery.
135885,12/1/2024,BF1551,Ornaments,Male,29,Austin,"30,266666","-97,73333",No,15,0,15,1,15,2,Low quality products are a usual here these days.
155461,4/11/2024,BF1552,Ornaments,Female,26,New York,"40,73061","-73,935242",No,45,0,45,2,90,5,Premium quality as usual.
184145,23/5/2024,BF1548,Clothing,Female,20,Las Vegas,"36,18811","-115,176468",No,65,0,65,1,65,2,Waste of Money.
178216,24/2/2024,BF1549,Clothing,Male,34,Liverpool,"53,400002","-2,983333",Yes,130,40,170,1,170,1,The product had an underwhelming design.
131701,8/11/2023,BF1552,Ornaments,Female,18,Detroit,"42,33143","-83,04575",No,45,0,45,1,45,1,Waste of Money.
126116,14/10/2024,BF1548,Clothing,Female,31,Sydney,"-33,865143","151,2099",Yes,65,100,165,1,165,5,The Product exhibits good design.
191575,26/3/2024,BF1543,Clothing,Male,30,Cleveland,"41,505493","-81,68129",No,100,0,100,1,100,2,The product had poor quality.
168197,28/3/2024,BF1546,Clothing,Male,29,New Delhi,"28,6448","77,216721",Yes,118,70,188,1,188,5,Discount deals was greatly appreciated.
182940,18/6/2024,BF1548,Clothing,Female,23,Cleveland,"41,505493","-81,68129",No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
120297,14/3/2024,BF1552,Ornaments,Female,26,San Francisco,"37,77493","-122,41942",No,45,0,45,4,180,1,The product is not as advertised.
164618,11/11/2023,BF1551,Ornaments,Male,24,Las Vegas,"36,18811","-115,176468",No,15,0,15,1,15,1,The product had poor quality.
124205,19/7/2024,BF1544,Other,Male,29,Miami,"25,761681","-80,191788",No,9,0,9,1,9,5,Discount deals was greatly appreciated.
150761,21/4/2024,BF1552,Ornaments,Male,31,Miami,"25,761681","-80,191788",No,45,0,45,2,90,5,Great design is one of the major positives of this product.
199803,28/6/2024,BF1545,Other,Male,18,Paris,"48,870502","2,304897",Yes,10,50,60,1,60,2,Waste of Money.
133556,25/9/2024,BF1546,Clothing,Male,27,Cardiff,"51,481583","-3,17909",Yes,118,40,158,2,316,2,Waste of Money.
170705,1/12/2023,BF1554,Ornaments,Female,29,Austin,"30,266666","-97,73333",No,20,0,20,2,40,3,The handling was questionable but incurred only minute damages.
140091,9/9/2024,BF1554,Ornaments,Female,19,San Francisco,"37,77493","-122,41942",No,20,0,20,1,20,3,The handling was questionable but incurred only minute damages.
159303,12/7/2024,BF1548,Clothing,Male,26,Miami,"25,761681","-80,191788",No,65,0,65,1,65,2,The product had an underwhelming design.
125148,3/2/2024,BF1543,Clothing,Male,31,Las Vegas,"36,18811","-115,176468",No,100,0,100,3,300,4,The product was delivered quickly.
196951,28/11/2023,BF1546,Clothing,Male,27,San Francisco,"37,77493","-122,41942",No,118,0,118,1,118,4,Exquisite craftsmanship here is absolutely appreciated.
144840,15/9/2024,BF1543,Clothing,Male,18,Portland,"45,5234","-122,67621",No,100,0,100,1,100,5,The delivery team handled the product with care.
191920,5/1/2024,BF1548,Clothing,Male,19,New Jersey,"39,833851","-74,871826",No,65,0,65,1,65,1,The product had poor quality.
170086,24/8/2024,BF1547,Ornaments,Female,26,Austin,"30,266666","-97,73333",No,32,0,32,2,64,4,Lack of delivery delays is greatly appreciated.
147442,3/10/2024,BF1544,Other,Male,25,Montreal,"45,508888","-73,561668",Yes,9,25,34,1,34,2,The promotion quality does not match the product
163296,11/2/2024,BF1546,Clothing,Male,32,Las Vegas,"36,18811","-115,176468",No,118,0,118,1,118,4,Great design is one of the major positives of this product.
149491,7/2/2024,BF1554,Ornaments,Female,28,San Francisco,"37,77493","-122,41942",No,20,0,20,3,60,5,The delivery team handled the product with care.
175624,12/3/2024,BF1550,Clothing,Male,29,Paris,"48,870502","2,304897",Yes,97,50,147,1,147,1,The product is not as advertised.
125936,10/7/2024,BF1551,Ornaments,Male,21,Cardiff,"51,481583","-3,17909",Yes,15,40,55,5,275,4,Discount deals was greatly appreciated.
131046,25/8/2024,BF1548,Clothing,Male,20,New Jersey,"39,833851","-74,871826",No,65,0,65,1,65,5,The product was affordable here compared to other brands.
174018,21/9/2024,BF1543,Clothing,Female,30,Sacramento,"38,58157","-121,4944",No,100,0,100,4,400,2,Low quality products are a usual here these days.
159071,3/2/2024,BF1548,Clothing,Male,26,New Jersey,"39,833851","-74,871826",No,65,0,65,1,65,1,Never buying from here again.
